timestamp,太阳总辐照度,直接法向辐照度,全球水平辐照度,温度,气压,小时,日子,月份,季节,target
2019/6/21 15:15,301.91,217.83,160.65,20.35,860.39,4.75,172,6,3,42.76
2019/6/21 15:30,366.48,264.41,194.56,20.65,860.23,5,172,6,3,43.69
2019/6/21 15:45,343.72,247.99,186.51,21.49,860.15,5.25,172,6,3,39.5
2019/6/21 16:00,306.17,220.9,164.81,21.43,859.96,5.5,172,6,3,36.23
2019/6/21 16:15,273.22,197.13,146.52,21.38,859.78,5.75,172,6,3,31.85
2019/6/21 16:30,245.71,177.28,131.95,21.52,859.6,6,172,6,3,31.14
2019/6/22 10:30,36.43,26.28,21.75,18.27,860,0,173,6,3,4.19
2019/6/22 10:45,37.52,27.07,20.83,18.2,859.64,0.25,173,6,3,7.09
2019/6/22 11:00,87.48,63.12,45.65,18.28,859.74,0.5,173,6,3,15.11
2019/6/22 11:15,179.08,129.21,98.61,18.55,859.75,0.75,173,6,3,24.15
2019/6/22 11:30,225.07,162.39,123.26,19.32,859.66,1,173,6,3,33.54
2019/6/22 11:45,276.38,199.41,151.04,19.83,859.54,1.25,173,6,3,50.85
2019/6/22 12:00,684.06,493.55,358.63,21.73,859.51,1.5,173,6,3,57.75
2019/6/22 12:15,767.91,554.05,320.38,23.25,859.4,1.75,173,6,3,86.45
2019/6/22 12:30,783.33,565.17,223.38,24.37,859.3,2,173,6,3,84.26
2019/6/22 12:45,785.49,566.73,168.69,24.44,859.23,2.25,173,6,3,75.98
2019/6/22 13:00,792.65,571.9,176.74,25.06,859.15,2.5,173,6,3,57.06
2019/6/22 13:15,632.15,456.1,149.32,24.2,858.95,2.75,173,6,3,61.23
2019/6/22 13:30,854.48,616.51,119.86,25.61,858.86,3,173,6,3,75.11
2019/6/22 13:45,857.94,619,111.93,26.2,858.72,3.25,173,6,3,76.24
2019/6/22 14:00,868.85,626.88,106.07,27,858.54,3.5,173,6,3,79.1
2019/6/22 14:15,879.24,634.37,101.64,26.93,858.42,3.75,173,6,3,77.38
2019/6/22 14:30,886.99,639.96,105.81,27.28,858.21,4,173,6,3,73.68
2019/6/22 14:45,898.51,648.28,116.78,27.28,858.01,4.25,173,6,3,66.25
2019/6/22 15:00,831.12,599.65,141.37,28.04,857.74,4.5,173,6,3,63.82
2019/6/22 15:15,501.19,361.61,160.04,27.9,857.56,4.75,173,6,3,49.9
2019/6/22 15:30,272.41,196.55,141.74,26.66,857.5,5,173,6,3,32.58
2019/6/22 15:45,255.16,184.1,135.73,26.66,857.49,5.25,173,6,3,29.48
2019/6/22 16:00,233.87,168.74,123.38,26.35,857.31,5.5,173,6,3,30.82
2019/6/22 16:15,265.88,191.83,136.29,26.39,857.26,5.75,173,6,3,47.43
2019/6/22 16:30,915.99,660.89,220.57,27.41,857,6,173,6,3,73.46
2019/6/23 10:30,446.97,322.49,275.52,21.74,859.23,0,174,6,3,37.28
2019/6/23 10:45,465.31,335.72,284.82,21.88,859.11,0.25,174,6,3,50.99
2019/6/23 11:00,519.22,374.62,314.67,21.83,859.05,0.5,174,6,3,34.82
2019/6/23 11:15,390.6,281.82,225.45,21.89,859,0.75,174,6,3,52.56
2019/6/23 11:30,391.46,282.44,219.45,22.32,859.01,1,174,6,3,52.9
2019/6/23 11:45,333.6,240.69,181.02,22.83,858.93,1.25,174,6,3,42.22
2019/6/23 12:00,398.11,287.23,207.15,23.31,858.89,1.5,174,6,3,57.18
2019/6/23 12:15,553.51,399.36,261.88,23.56,858.83,1.75,174,6,3,63.68
2019/6/23 12:30,794.95,573.55,307.13,24.29,858.82,2,174,6,3,73.37
2019/6/23 12:45,553.19,399.12,201.52,24.64,858.67,2.25,174,6,3,72.31
2019/6/23 13:00,616.17,444.57,208.45,24.58,858.58,2.5,174,6,3,62.62
2019/6/23 13:15,583.68,421.13,182.55,24.98,858.42,2.75,174,6,3,63.15
2019/6/23 13:30,540.76,390.16,175.32,25.08,858.23,3,174,6,3,65.99
2019/6/23 13:45,966.03,696.99,200.37,25.66,858.18,3.25,174,6,3,65.85
2019/6/23 14:00,937.62,676.49,185.98,26.53,858,3.5,174,6,3,59.14
2019/6/23 14:15,818.18,590.32,196.18,26.01,857.91,3.75,174,6,3,53.57
2019/6/23 14:30,913.12,658.82,207.97,26.3,857.74,4,174,6,3,51.38
2019/6/23 14:45,691.79,499.13,228.05,26.32,857.61,4.25,174,6,3,52.26
2019/6/23 15:00,904.79,652.8,192.01,27.22,857.53,4.5,174,6,3,47.39
2019/6/23 15:15,358.23,258.47,186.57,26.73,857.43,4.75,174,6,3,41.48
2019/6/23 15:30,245.09,176.83,127.57,26.81,857.28,5,174,6,3,20.99
2019/6/23 15:45,129.15,93.18,73.33,26.26,857.4,5.25,174,6,3,11.23
2019/6/23 16:00,79.22,57.16,43.17,26.15,857.33,5.5,174,6,3,8.4
2019/6/23 16:15,71.72,51.75,39.9,26.02,857.33,5.75,174,6,3,9.41
2019/6/23 16:30,79.88,57.63,44.81,24.57,857.22,6,174,6,3,11.02
2019/6/24 10:30,427.69,308.58,252.54,24.14,860.28,0,175,6,3,45.86
2019/6/24 10:45,367.67,265.28,207.66,24.23,860.22,0.25,175,6,3,39.1
2019/6/24 11:00,346.7,250.14,191.13,24.49,860.18,0.5,175,6,3,48.03
2019/6/24 11:15,463.03,334.07,259.83,24.74,860.24,0.75,175,6,3,44.02
2019/6/24 11:30,353.71,255.2,188.35,24.61,860.21,1,175,6,3,46.13
2019/6/24 11:45,443.23,319.79,237.84,24.65,860.19,1.25,175,6,3,56.7
2019/6/24 12:00,529.87,382.3,277.02,24.96,860.18,1.5,175,6,3,59.04
2019/6/24 12:15,475.73,343.24,242.27,24.97,860.21,1.75,175,6,3,53.75
2019/6/24 12:30,416.52,300.52,216.66,24.86,860.33,2,175,6,3,57.77
2019/6/24 12:45,594.42,428.87,255.08,25.34,860.34,2.25,175,6,3,61.55
2019/6/24 13:00,615.31,443.95,248.13,25.62,860.38,2.5,175,6,3,61.18
2019/6/24 13:15,713.06,514.47,242.19,25.46,860.45,2.75,175,6,3,64.36
2019/6/24 13:30,670.37,483.67,237.33,25.6,860.37,3,175,6,3,72.06
2019/6/24 13:45,672.75,485.39,248.2,25.62,860.26,3.25,175,6,3,72.14
2019/6/24 14:00,751.4,542.13,256.05,25.66,860.2,3.5,175,6,3,72.12
2019/6/24 14:15,737.46,532.08,251.02,26.12,860.11,3.75,175,6,3,71.51
2019/6/24 14:30,568.37,410.08,241.38,26.17,859.98,4,175,6,3,70.52
2019/6/24 14:45,606.34,437.48,251.01,25.99,859.94,4.25,175,6,3,72.62
2019/6/24 15:00,554.01,399.72,221.83,26.31,859.86,4.5,175,6,3,66.14
2019/6/24 15:15,617.41,445.46,228.89,26.58,859.64,4.75,175,6,3,79.19
2019/6/24 15:30,648.11,467.61,224.63,27.15,859.47,5,175,6,3,71.64
2019/6/24 15:45,589.77,425.52,232.98,27.13,859.33,5.25,175,6,3,66.98
2019/6/24 16:00,602.77,434.9,239.5,27.52,859.19,5.5,175,6,3,59.41
2019/6/24 16:15,514.34,371.1,238.91,27.25,859.1,5.75,175,6,3,53.54
2019/6/24 16:30,398.98,287.86,205.5,27.29,859.05,6,175,6,3,50.64
2019/6/25 10:30,58.94,42.53,31.17,14.26,862.49,0,176,6,3,8.08
2019/6/25 10:45,89.87,64.84,47.49,14.37,862.57,0.25,176,6,3,9.23
2019/6/25 11:00,93.96,67.79,49.51,14.09,862.64,0.5,176,6,3,11.83
2019/6/25 11:15,120.39,86.86,63.25,14.04,862.7,0.75,176,6,3,15.81
2019/6/25 11:30,147.04,106.09,78.6,14.22,862.68,1,176,6,3,13.1
2019/6/25 11:45,109.35,78.89,58.39,14.35,862.71,1.25,176,6,3,13.55
2019/6/25 12:00,190.37,137.35,101.06,14.45,862.79,1.5,176,6,3,23.32
2019/6/25 12:15,164.64,118.79,88.86,14.74,862.84,1.75,176,6,3,23.11
2019/6/25 12:30,173.22,124.98,92.84,14.77,862.88,2,176,6,3,20.95
2019/6/25 12:45,163.37,117.87,86.19,14.71,862.86,2.25,176,6,3,20.24
2019/6/25 13:00,202.55,146.14,107.91,14.85,862.91,2.5,176,6,3,22.75
2019/6/25 13:15,181.19,130.73,95.1,14.93,862.92,2.75,176,6,3,21.93
2019/6/25 13:30,162.83,117.48,86.53,14.93,862.97,3,176,6,3,25.05
2019/6/25 13:45,266.37,192.18,140.52,15.21,862.98,3.25,176,6,3,25.34
2019/6/25 14:00,115.06,83.02,60.41,15.13,862.83,3.5,176,6,3,11.61
2019/6/25 14:15,72.88,52.58,39.18,15.17,862.92,3.75,176,6,3,14.99
2019/6/25 14:30,154.39,111.39,80.35,14.89,862.86,4,176,6,3,19.68
2019/6/25 14:45,172.07,124.15,92.7,14.87,862.79,4.25,176,6,3,23.65
2019/6/25 15:00,306.03,220.8,161.16,14.94,862.81,4.5,176,6,3,35.86
2019/6/25 15:15,427.62,308.53,220.77,15.41,862.55,4.75,176,6,3,35.69
2019/6/25 15:30,470.43,339.42,227.7,16.63,862.37,5,176,6,3,37.3
2019/6/25 15:45,539.06,388.93,230.98,16.66,862.23,5.25,176,6,3,37.5
2019/6/25 16:00,378.29,272.93,197.49,17.29,861.97,5.5,176,6,3,38.3
2019/6/25 16:15,441.74,318.72,202.9,17.77,861.9,5.75,176,6,3,32.85
2019/6/25 16:30,399.13,287.97,211.13,17.84,861.7,6,176,6,3,33.4
2019/6/26 10:30,523.62,377.79,358.08,19.28,860.07,0,177,6,3,49.28
2019/6/26 10:45,476.83,344.03,323.28,19.4,860.05,0.25,177,6,3,48.29
2019/6/26 11:00,665.99,480.51,437.07,20.03,859.9,0.5,177,6,3,64.42
2019/6/26 11:15,578.92,417.69,342.01,20.37,859.73,0.75,177,6,3,58.57
2019/6/26 11:30,746.84,538.85,457.64,20.43,859.58,1,177,6,3,65.59
2019/6/26 11:45,738.6,532.9,453.32,20.83,859.47,1.25,177,6,3,60.55
2019/6/26 12:00,743.53,536.46,400.53,21.28,859.39,1.5,177,6,3,70.11
2019/6/26 12:15,757.26,546.36,305.99,21.19,859.29,1.75,177,6,3,89.59
2019/6/26 12:30,791.13,570.8,190.27,21.52,859.26,2,177,6,3,77.26
2019/6/26 12:45,816.25,588.92,111.39,21.87,859.21,2.25,177,6,3,76.17
2019/6/26 13:00,858.11,619.13,89.31,22.05,859.22,2.5,177,6,3,68.75
2019/6/26 13:15,747.19,539.1,182.49,21.75,859.12,2.75,177,6,3,48.32
2019/6/26 13:30,387.87,279.85,169.49,22.13,859.04,3,177,6,3,54.98
2019/6/26 13:45,769.25,555.02,127.82,22.15,859.05,3.25,177,6,3,68.18
2019/6/26 14:00,897.72,647.7,88.14,22.77,858.95,3.5,177,6,3,67.4
2019/6/26 14:15,921.39,664.78,76.01,23.49,858.83,3.75,177,6,3,66.19
2019/6/26 14:30,919.49,663.41,70.45,23.34,858.68,4,177,6,3,68.09
2019/6/26 14:45,911.37,657.55,54.53,23.93,858.54,4.25,177,6,3,68.25
2019/6/26 15:00,909.46,656.18,53.03,24.29,858.44,4.5,177,6,3,74.69
2019/6/26 15:15,907.15,654.51,52.2,24.15,858.27,4.75,177,6,3,71.6
2019/6/26 15:30,892.29,643.78,52.37,24.03,858.15,5,177,6,3,68.41
2019/6/26 15:45,884.2,637.95,54.22,24.57,858.03,5.25,177,6,3,67.93
2019/6/26 16:00,874.49,630.94,58.04,24.8,857.88,5.5,177,6,3,67.67
2019/6/26 16:15,846.74,610.92,69.15,24.53,857.81,5.75,177,6,3,67.67
2019/6/26 16:30,841.53,607.17,66.2,24.66,857.75,6,177,6,3,69.09
2019/6/27 10:30,513.3,370.35,348.45,22.42,858.46,0,178,6,3,51.51
2019/6/27 10:45,546.59,394.36,371.3,23.12,858.44,0.25,178,6,3,57.96
2019/6/27 11:00,578.68,417.52,390.82,23,858.3,0.5,178,6,3,64.3
2019/6/27 11:15,601.29,433.83,397.11,23.7,858.13,0.75,178,6,3,59.36
2019/6/27 11:30,643.82,464.52,421.8,24.63,858.14,1,178,6,3,74.72
2019/6/27 11:45,676.01,487.74,419.85,25.08,858.22,1.25,178,6,3,78.81
2019/6/27 12:00,711.66,513.46,381.53,25.2,858.26,1.5,178,6,3,81.29
2019/6/27 12:15,747.68,539.45,292.85,25.49,858.21,1.75,178,6,3,80.25
2019/6/27 12:30,778.91,561.98,177.65,25.82,858.2,2,178,6,3,77.49
2019/6/27 12:45,790.22,570.14,105.58,25.91,858.19,2.25,178,6,3,78.63
2019/6/27 13:00,825.71,595.75,76.2,26.18,858.12,2.5,178,6,3,82.08
2019/6/27 13:15,841.37,607.05,68.04,26.56,857.98,2.75,178,6,3,80.58
2019/6/27 13:30,865.24,624.27,67.1,25.86,857.91,3,178,6,3,77.76
2019/6/27 13:45,926.93,668.78,91.79,26.35,857.9,3.25,178,6,3,75.94
2019/6/27 14:00,559.93,403.99,125.25,25.09,857.78,3.5,178,6,3,67.4
2019/6/27 14:15,378.77,273.28,141.01,25.26,857.66,3.75,178,6,3,56.56
2019/6/27 14:30,334.16,241.1,140.15,25.1,857.39,4,178,6,3,60.23
2019/6/27 14:45,474.49,342.34,150.49,25.45,857.13,4.25,178,6,3,67.51
2019/6/27 15:00,408.4,294.66,132.01,26.23,857,4.5,178,6,3,53.88
2019/6/27 15:15,340.01,245.32,157.16,25.78,856.9,4.75,178,6,3,43.66
2019/6/27 15:30,317.25,228.89,162.95,25.93,856.82,5,178,6,3,34.9
2019/6/27 15:45,268.64,193.82,144.52,25.14,856.72,5.25,178,6,3,32.92
2019/6/27 16:00,283.69,204.68,151.59,25.58,856.55,5.5,178,6,3,33.19
2019/6/27 16:15,253.61,182.98,136.71,25.96,856.47,5.75,178,6,3,28.48
2019/6/27 16:30,235,169.55,128.25,25.87,856.45,6,178,6,3,27.91
2019/6/28 10:30,431.73,311.5,272.83,20.65,857.82,0,179,6,3,54.8
2019/6/28 10:45,565.33,407.88,352.39,21.8,857.77,0.25,179,6,3,61.54
2019/6/28 11:00,482.08,347.82,291.4,22.49,857.66,0.5,179,6,3,55.76
2019/6/28 11:15,485.41,350.22,292.3,22.78,857.66,0.75,179,6,3,59.08
2019/6/28 11:30,625.92,451.6,388.73,22.89,857.59,1,179,6,3,77.76
2019/6/28 11:45,722.82,521.51,416.44,23.35,857.51,1.25,179,6,3,75.12
2019/6/28 12:00,490.29,353.75,246.67,22.87,857.5,1.5,179,6,3,62.91
2019/6/28 12:15,554.01,399.72,268.39,23.53,857.46,1.75,179,6,3,70.28
2019/6/28 12:30,572.16,412.81,258.04,23.59,857.47,2,179,6,3,70.33
2019/6/28 12:45,516.22,372.45,232.06,22.93,857.5,2.25,179,6,3,67.06
2019/6/28 13:00,445.52,321.44,198.17,24.03,857.42,2.5,179,6,3,68.15
2019/6/28 13:15,650.58,469.39,244.35,23.49,857.3,2.75,179,6,3,72.84
2019/6/28 13:30,566.13,408.47,259.15,24.01,857.19,3,179,6,3,69.78
2019/6/28 13:45,484.32,349.44,233.87,23.62,857.14,3.25,179,6,3,65.23
2019/6/28 14:00,598.78,432.02,275.26,25.2,856.91,3.5,179,6,3,80.4
2019/6/28 14:15,602.63,434.8,228.35,23.71,856.82,3.75,179,6,3,72.14
2019/6/28 14:30,551.92,398.21,250.39,25.12,856.55,4,179,6,3,58.07
2019/6/28 14:45,585.65,422.55,205.71,24.04,856.41,4.25,179,6,3,61.43
2019/6/28 15:00,313.39,226.11,169.9,24.03,856.24,4.5,179,6,3,45.65
2019/6/28 15:15,313.26,226.02,165.54,25.15,856.03,4.75,179,6,3,41.55
2019/6/28 15:30,594.29,428.78,219.29,25.94,855.95,5,179,6,3,55.12
2019/6/28 15:45,261.11,188.39,140.12,25.84,855.72,5.25,179,6,3,25.87
2019/6/28 16:00,157.69,113.77,85.62,24.08,855.63,5.5,179,6,3,16.17
2019/6/28 16:15,110.19,79.5,59.59,23.34,855.87,5.75,179,6,3,11.6
2019/6/28 16:30,84.85,61.22,45.99,22.8,855.85,6,179,6,3,6.99
2019/6/29 10:30,496.61,358.31,335.7,23.47,858.05,0,180,6,3,49.85
2019/6/29 10:45,533.94,385.24,361.77,23.09,858.07,0.25,180,6,3,56.29
2019/6/29 11:00,566.08,408.43,381.73,23.55,857.96,0.5,180,6,3,61.9
2019/6/29 11:15,592.97,427.83,391.65,24.44,857.93,0.75,180,6,3,67.31
2019/6/29 11:30,630.87,455.17,406.35,24.26,857.86,1,180,6,3,62.98
2019/6/29 11:45,664.05,479.11,402.26,24.81,857.82,1.25,180,6,3,58.16
2019/6/29 12:00,702.88,507.13,364.52,25.32,857.74,1.5,180,6,3,57.18
2019/6/29 12:15,740.66,534.39,273.95,25.33,857.62,1.75,180,6,3,57.9
2019/6/29 12:30,771.22,556.43,166.19,25.57,857.59,2,180,6,3,58.23
2019/6/29 12:45,798.34,576,99.44,25.85,857.5,2.25,180,6,3,58.48
2019/6/29 13:00,816.6,589.18,74.65,26.01,857.41,2.5,180,6,3,58.58
2019/6/29 13:15,824.14,594.62,71.23,26.39,857.27,2.75,180,6,3,58.82
2019/6/29 13:30,844.31,609.17,66.13,26.97,857.22,3,180,6,3,58.61
2019/6/29 13:45,858.43,619.35,64.18,26.92,857.08,3.25,180,6,3,58.67
2019/6/29 14:00,869.63,627.44,63.42,26.72,856.93,3.5,180,6,3,58.14
2019/6/29 14:15,887.64,640.44,61.67,26.93,856.83,3.75,180,6,3,55.62
2019/6/29 14:30,880.47,635.26,63.18,27.31,856.7,4,180,6,3,53.45
2019/6/29 14:45,888.14,640.79,61.78,27.5,856.5,4.25,180,6,3,54.82
2019/6/29 15:00,894.25,645.2,60.04,28.14,856.36,4.5,180,6,3,56.75
2019/6/29 15:15,889.09,641.48,60.24,28.22,856.19,4.75,180,6,3,56.71
2019/6/29 15:30,885.59,638.95,60.15,28.5,856.03,5,180,6,3,56.64
2019/6/29 15:45,875.99,632.02,60.75,28.82,855.84,5.25,180,6,3,56.7
2019/6/29 16:00,862.87,622.56,61.42,29.23,855.67,5.5,180,6,3,61.39
2019/6/29 16:15,840.32,606.29,63.85,28.82,855.61,5.75,180,6,3,61.36
2019/6/29 16:30,818.38,590.46,63.53,28.38,855.46,6,180,6,3,61.94
2019/6/30 10:30,250.05,180.41,134.17,24.35,856.2,0,181,6,3,30.54
2019/6/30 10:45,283.9,204.83,152.26,24.43,856.23,0.25,181,6,3,32.16
2019/6/30 11:00,327.64,236.39,170.91,24.54,856.17,0.5,181,6,3,42.4
2019/6/30 11:15,581.69,419.69,368.35,24.57,856.16,0.75,181,6,3,63.02
2019/6/30 11:30,557.05,401.91,339.85,24.93,856.15,1,181,6,3,68.93
2019/6/30 11:45,671.19,484.27,396.02,25.05,856.09,1.25,181,6,3,76.84
2019/6/30 12:00,579.44,418.07,295.32,24.81,855.98,1.5,181,6,3,67.11
2019/6/30 12:15,638.62,460.76,273.61,25.19,856.02,1.75,181,6,3,75.37
2019/6/30 12:30,478.08,344.93,184.6,25.2,855.85,2,181,6,3,59.68
2019/6/30 12:45,752.67,543.05,214.66,25.84,855.86,2.25,181,6,3,77.78
2019/6/30 13:00,814.7,587.81,249,26.4,855.74,2.5,181,6,3,72.83
2019/6/30 13:15,361.65,260.93,190.89,25.45,855.78,2.75,181,6,3,39.6
2019/6/30 13:30,314.39,226.83,171.18,25.12,855.66,3,181,6,3,39.63
2019/6/30 13:45,374.97,270.54,198.1,25.09,855.54,3.25,181,6,3,55.48
2019/6/30 14:00,560.36,404.3,246.32,25.39,855.44,3.5,181,6,3,65.58
2019/6/30 14:15,487.98,352.08,257.3,25.71,855.41,3.75,181,6,3,74.01
2019/6/30 14:30,545.18,393.35,239.98,26.1,855.15,4,181,6,3,53.94
2019/6/30 14:45,478.14,344.98,240.42,26.24,855.02,4.25,181,6,3,65.83
2019/6/30 15:00,578.13,417.12,278.52,26.82,854.89,4.5,181,6,3,69.16
2019/6/30 15:15,507.87,366.43,251.71,27.77,854.69,4.75,181,6,3,59.49
2019/6/30 15:30,467.36,337.2,243.6,27.26,854.58,5,181,6,3,56.28
2019/6/30 15:45,477.6,344.59,239.38,27.47,854.56,5.25,181,6,3,62.85
2019/6/30 16:00,562.49,405.84,247.67,28.49,854.43,5.5,181,6,3,72.12
2019/6/30 16:15,543.21,391.93,238.7,28.73,854.32,5.75,181,6,3,68.01
2019/6/30 16:30,674.06,486.33,249.88,28.59,854.29,6,181,6,3,70.61
2019/7/1 10:30,506.69,365.57,347.4,23.01,857.35,0,182,7,3,50.62
2019/7/1 10:45,536.25,386.9,368.51,23.54,857.41,0.25,182,7,3,56.84
2019/7/1 11:00,562.65,405.95,386.02,25.12,857.4,0.5,182,7,3,62.77
2019/7/1 11:15,595.62,429.74,403.19,24.91,857.33,0.75,182,7,3,64.29
2019/7/1 11:30,629.7,454.33,415.02,25.12,857.31,1,182,7,3,58.85
2019/7/1 11:45,666.39,480.8,408.64,24.57,857.3,1.25,182,7,3,57.75
2019/7/1 12:00,703.22,507.37,358.83,23.5,857.31,1.5,182,7,3,59.38
2019/7/1 12:15,735.44,530.62,256.08,24.28,857.33,1.75,182,7,3,51.56
2019/7/1 12:30,768.59,554.54,144.27,24.37,857.27,2,182,7,3,49.33
2019/7/1 12:45,793.25,572.33,81.75,24.93,857.22,2.25,182,7,3,51.48
2019/7/1 13:00,815.81,588.6,61.47,24.95,857.16,2.5,182,7,3,51.56
2019/7/1 13:15,830.48,599.19,54.19,25.64,857.02,2.75,182,7,3,51.35
2019/7/1 13:30,847.26,611.29,51.13,25.52,856.87,3,182,7,3,50.19
2019/7/1 13:45,860.63,620.94,48.45,26.07,856.72,3.25,182,7,3,48.58
2019/7/1 14:00,877.75,633.29,47.56,25.49,856.64,3.5,182,7,3,45.38
2019/7/1 14:15,886.53,639.63,47.25,26.11,856.56,3.75,182,7,3,47.31
2019/7/1 14:30,894.13,645.12,48.88,25.7,856.38,4,182,7,3,43.57
2019/7/1 14:45,896.03,646.48,48.94,26.19,856.27,4.25,182,7,3,42.36
2019/7/1 15:00,897.9,647.83,48.37,27.29,856.13,4.5,182,7,3,38.77
2019/7/1 15:15,894.47,645.36,48.95,27.29,856.02,4.75,182,7,3,38.88
2019/7/1 15:30,888.59,641.12,51.34,27.35,855.86,5,182,7,3,39.4
2019/7/1 15:45,882,636.36,53.76,28,855.74,5.25,182,7,3,40.61
2019/7/1 16:00,840.19,606.2,67.07,27.44,855.66,5.5,182,7,3,41.36
2019/7/1 16:15,500.09,360.82,127.56,27.56,855.4,5.75,182,7,3,40.61
2019/7/1 16:30,744.65,537.26,157.45,27.03,855.38,6,182,7,3,41.61
2019/7/2 10:30,522.47,376.96,351.15,25.07,858.31,0,183,7,3,51.42
2019/7/2 10:45,538.02,388.18,364.36,26.01,858.35,0.25,183,7,3,57.35
2019/7/2 11:00,552.01,398.27,372.2,26.68,858.45,0.5,183,7,3,56.21
2019/7/2 11:15,604.28,435.99,405.81,27.81,858.42,0.75,183,7,3,52.68
2019/7/2 11:30,635.17,458.27,414.82,28.73,858.38,1,183,7,3,57.64
2019/7/2 11:45,669.35,482.94,404.63,29.23,858.37,1.25,183,7,3,58.52
2019/7/2 12:00,708.98,511.53,350.06,29.66,858.28,1.5,183,7,3,66.74
2019/7/2 12:15,743.83,536.67,244.24,29.65,858.22,1.75,183,7,3,63.96
2019/7/2 12:30,776.83,560.49,135.6,29.71,858.2,2,183,7,3,61.97
2019/7/2 12:45,801.29,578.13,78.21,29.92,858.18,2.25,183,7,3,62.72
2019/7/2 13:00,822.29,593.28,61.69,30.22,858.02,2.5,183,7,3,66.71
2019/7/2 13:15,839.77,605.9,57.65,29.84,857.97,2.75,183,7,3,83.68
2019/7/2 13:30,854.28,616.36,57.04,30.13,857.93,3,183,7,3,96.39
2019/7/2 13:45,864.94,624.05,55.26,30.24,857.91,3.25,183,7,3,93.23
2019/7/2 14:00,877.11,632.83,53.92,30.56,857.79,3.5,183,7,3,91.13
2019/7/2 14:15,886.17,639.37,51.29,30.77,857.74,3.75,183,7,3,77.54
2019/7/2 14:30,896.07,646.52,50.99,31.13,857.63,4,183,7,3,66.28
2019/7/2 14:45,901.23,650.24,52.89,30.44,857.6,4.25,183,7,3,66.57
2019/7/2 15:00,899.29,648.83,51.62,30.76,857.58,4.5,183,7,3,69.35
2019/7/2 15:15,899.33,648.87,51.75,31.25,857.52,4.75,183,7,3,69.53
2019/7/2 15:30,887.63,640.43,52.79,31.65,857.45,5,183,7,3,68.61
2019/7/2 15:45,871.33,628.66,54.5,31.84,857.39,5.25,183,7,3,68.15
2019/7/2 16:00,857.59,618.75,53.13,32.29,857.34,5.5,183,7,3,74.55
2019/7/2 16:15,843.39,608.5,55.21,30.65,857.33,5.75,183,7,3,79.39
2019/7/2 16:30,823.48,594.14,53.99,32.39,857.22,6,183,7,3,83.7
2019/7/3 10:30,510.11,368.05,350.07,30.64,857.69,0,184,7,3,49.24
2019/7/3 10:45,544.23,392.66,374.72,30.44,857.65,0.25,184,7,3,55.71
2019/7/3 11:00,575.92,415.53,394.1,30.88,857.62,0.5,184,7,3,61.81
2019/7/3 11:15,607.91,438.61,409.28,30.9,857.59,0.75,184,7,3,67.45
2019/7/3 11:30,643.59,464.35,419.33,30.38,857.57,1,184,7,3,72.38
2019/7/3 11:45,674.65,486.76,403.86,30.86,857.44,1.25,184,7,3,76.75
2019/7/3 12:00,712.6,514.14,343.92,32.03,857.34,1.5,184,7,3,80.89
2019/7/3 12:15,748.59,540.11,231.1,32.4,857.26,1.75,184,7,3,84.62
2019/7/3 12:30,781.26,563.68,125.48,32.24,857.08,2,184,7,3,87.96
2019/7/3 12:45,806.55,581.92,74.15,31.9,856.97,2.25,184,7,3,91.16
2019/7/3 13:00,825.36,595.49,58.15,32.81,856.79,2.5,184,7,3,93.74
2019/7/3 13:15,844.61,609.38,52.92,32.7,856.63,2.75,184,7,3,96.02
2019/7/3 13:30,859.93,620.44,49.71,33.04,856.51,3,184,7,3,97.97
2019/7/3 13:45,874.68,631.08,47.77,33.23,856.36,3.25,184,7,3,98.62
2019/7/3 14:00,888.11,640.77,48.99,33.85,856.16,3.5,184,7,3,99.45
2019/7/3 14:15,897.11,647.26,48.44,34.32,855.92,3.75,184,7,3,88.04
2019/7/3 14:30,901.25,650.26,48.2,34.27,855.83,4,184,7,3,83.89
2019/7/3 14:45,908.37,655.39,47.71,33.95,855.59,4.25,184,7,3,86.84
2019/7/3 15:00,903.08,651.57,48.82,34.16,855.37,4.5,184,7,3,87.48
2019/7/3 15:15,898.85,648.52,48.76,34.48,855.19,4.75,184,7,3,87.99
2019/7/3 15:30,891.98,643.56,48.92,34.47,854.98,5,184,7,3,89.08
2019/7/3 15:45,881.21,635.8,49.21,34.82,854.83,5.25,184,7,3,89.02
2019/7/3 16:00,866.87,625.44,49.34,35.21,854.75,5.5,184,7,3,89.11
2019/7/3 16:15,847.92,611.77,50.7,35.2,854.49,5.75,184,7,3,87.78
2019/7/3 16:30,833.77,601.57,51.8,34.16,854.4,6,184,7,3,87.5
2019/7/4 10:30,68.76,49.61,36.24,23.55,859.77,0,185,7,3,9.68
2019/7/4 10:45,121.12,87.39,64.67,23.96,859.65,0.25,185,7,3,17.53
2019/7/4 11:00,175.81,126.84,94.09,24.33,859.53,0.5,185,7,3,24.5
2019/7/4 11:15,242.37,174.87,130.01,24.77,859.4,0.75,185,7,3,25.47
2019/7/4 11:30,174.36,125.8,96.86,25.07,859.33,1,185,7,3,20.22
2019/7/4 11:45,172.56,124.5,93.85,24.91,859.27,1.25,185,7,3,23.08
2019/7/4 12:00,239.55,172.84,128.32,25.1,859.07,1.5,185,7,3,27.88
2019/7/4 12:15,231.03,166.69,126.78,25.3,859.05,1.75,185,7,3,27.01
